GENE	CHROM POSITION	library_15
UQCR10	15_11034184_11035630	212.02400
UQCR11	28_2372739_2374643	173.33500
UQCRB	2_126593023_126597561	138.05200
UQCRC1	12_9045949_9055491	77.25120
UQCRC2	14_15085444_15096855	81.78250
UQCRFS1	11_7600574_7603928	177.22300
UQCRH	8_20498969_20500444	167.71900
UQCRQ	13_16453963_16454843	45.67020
URB1	1_104330025_104350249	5.39100
URB2	3_39429605_39446890	15.42260
URI1	11_7999191_8028601	109.08100
URM1	17_4949339_4967354	13.90880
UROC1	12_10669475_10702137	0.14892
UROD	8_19836503_19840741	10.11130
UROS	6_32036690_32052114	2.86448
URP	Un_22068156_22071321	44.67700
USE1	28_3920734_3924954	7.53034
USF1	Un_3293980_3294281	427.87300
USH1C	5_11332033_11377651	1.91961
USH1G	18_10812880_10820252	0.94644
USH2A	3_19699491_20069874	0.00000
USHBP1	Un_34748041_34751928	0.40330
USMG5	6_23144646_23148530	31.87430
USO1	4_44202172_44228430	18.39140
USP1	8_26391540_26401494	20.01970
USP10	11_16340218_16369658	125.74700
USP12	1_175592597_175629547	8.89349
USP12P1	4_12206831_12235083	17.98120
USP13	9_16860256_16902507	0.17161
USP14	2_101809675_101827062	133.04100
USP15	1_32863860_32927668	22.22530
USP16	1_103315881_103336744	29.14860
USP18	1_62212537_62226499	5.45535
USP19	12_11555152_11573323	10.12110
USP2	24_4179522_4184536	22.32920
USP20	17_5709685_5728576	5.20530
USP22	14_4553997_4643644	82.16180
USP25	1_97936883_98026452	12.30780
USP28	24_4418795_4437647	6.67773
USP3	10_3537101_3573966	8.40676
USP30	15_6631199_6642317	12.13730
USP31	14_6976279_6999447	15.39320
USP32	19_8022219_8082431	6.62725
USP33	8_17880501_17915381	27.87370
USP34	3_2177271_2317483	8.81286
USP35	1_192008555_192036759	0.37774
USP36	18_10048427_10055688	162.08300
USP37	7_22001149_22030880	10.88970
USP38	4_29887331_29907966	3.20676
USP39	Un_20050871_20052405	19.41270
USP4	12_2803374_2832569	22.75050
USP40	7_5901989_5930989	12.88750
USP42	14_938939_958177	5.59539
USP43	18_2177701_2183704	2.62797
USP44	1_45424155_45438182	9.00673
USP45	3_70842601_70895107	5.26636
USP46	4_65597469_65624465	17.17040
USP47	5_7604897_7657569	17.13020
USP48	21_6557285_6581331	17.18340
USP49	26_5020287_5053209	2.73510
USP5	1_76738615_76753822	34.64620
USP53	4_54145431_54181655	5.36031
USP54	6_15599403_15696120	24.69290
USP6NL	1_5900536_6010810	6.95826
USP7	14_9934513_9975770	54.17990
USP8	10_10330703_10353834	18.01070
USP9X	1_111416870_111489738	29.35710
USPL1	1_174350050_174363188	11.50210
UST	3_47094219_47251357	4.86245
UTP11L	23_3438709_3443438	44.78870
UTP14A	4_1595578_1600406	25.26590
UTP15	Z_24566932_24576550	57.32470
UTP18	18_5070323_5078326	24.88320
UTP20	1_47505420_47565244	16.94490
UTP23	2_134720375_134723976	23.63090
UTP3	4_49439505_49441205	38.16940
UTP6	18_6543238_6553012	14.09120
UTRN	3_45256913_45565157	6.13062
UTS2	21_283152_286467	0.89622
UTS2D	9_13178359_13185137	0.00000
UTS2R	18_3633394_3637985	0.00000
UVRAG	1_193244314_193325721	2.11779
UVSSA	4_83999392_84047319	4.03206
UXS1	1_134781812_134836979	17.42730
VAC14	11_1641768_1692730	9.49348
VAMP1	1_76395820_76398676	2.94066
VAMP2	9_5035305_5080682	5.15364
VAMP3	21_308982_312748	73.84570
VAMP4	8_4695479_4707286	43.00000
VAMP7	4_11136142_11153888	14.98420
VANGL1	1_79924439_79960754	7.04925
VANGL2	25_1207711_1214521	4.16842
VAPA	2_98225119_98254555	164.15700
VAPB	20_11525425_11553349	55.73810
VASH1	5_38144495_38160063	49.14990
VASH2	3_21081583_21103196	31.94460
VASN	14_12707213_12710360	25.99970
VAT1	27_5112057_5120982	37.46530
VAT1L	11_13444026_13488784	3.36218
VAV2	17_7049742_7148009	6.78067
VAV3	8_987128_1107865	44.44460
VAX1	6_28618130_28621800	0.00000
VBP1	4_14163660_14171601	12.35610
VCAM1	8_10819284_10828162	0.49550
VCAN	Z_62474980_62580840	0.38056
VCL	6_14959174_15015165	71.81440
VCP	Z_8399861_8421056	159.68500
VCPIP1	2_114881200_114894526	14.04080
VDAC1	13_15352638_15367400	23.19960
VDAC2	6_14410320_14420987	433.91300
VDAC3	22_2732975_2742068	44.13500
VEGFA	3_30012698_30033804	31.39920
VEGFC	4_43886405_43954899	2.98135
VENTX	6_21064062_21071419	0.00000
VEPH1	9_22167648_22222278	0.70593
VEZF1	19_8721734_8728770	9.63334
VEZT	1_45310480_45357545	20.43030
VGLL1	4_4328173_4336794	0.00000
VGLL2	3_62992150_62997528	0.00000
VGLL3	1_92307064_92332951	0.04924
VGLL4	12_4486110_4531943	11.79940
VH26L1	Un_12793500_12794106	0.00000
VH26L10	Un_26723303_26723765	0.00000
VH26L11	Un_26728209_26728689	0.00000
VH26L2	Un_34955997_34956415	0.00000
VH26L3	Un_19635868_19636293	0.00000
VH26L5	Un_26717628_26718075	0.00000
VH26L8	Un_26721548_26722043	0.00000
VHL	12_19414581_19417215	19.54310
VIL1	7_22032624_22037892	2.90870
VILL	2_4562198_4593974	1.88409
VIM	2_19677909_19684966	334.97400
VIMP	10_17108665_17115643	153.79300
VIP	3_48776283_48783004	0.00000
VIPAR	5_38497631_38509941	26.13400
VIPR1	2_1722192_1832585	28.35660
VIPR2	2_9612897_9663645	0.44347
VIT	3_31497673_31540128	0.00000
VKORC1L1	19_4905636_4916981	30.73650
VLDLR	Z_26416454_26431162	5.77064
VMA21	4_17465114_17469988	22.56470
VMO1	1_179979235_179983226	0.27153
VMP1	19_7310424_7366557	96.80460
VNN1	3_56080842_56098069	14.58170
VOPP1	2_52225980_52336306	16.98450
VPRBP	12_2221894_2270861	17.56360
VPREB3	15_7958243_7960148	0.00000
VPS11	24_44622_55808	5.47644
VPS13A	Z_37461214_37563695	3.01499
VPS13B	2_127651188_128067176	4.76050
VPS13C	10_3952380_4034729	0.70762
VPS13D	21_5362196_5448653	7.21875
VPS16	4_random_1465_10598	10.61110
VPS18	5_23582539_23591392	8.59982
VPS25	27_5032253_5034705	46.51550
VPS26A	6_10408756_10420586	25.34470
VPS26B	24_2543069_2552941	24.62020
VPS29	15_5935809_5940908	50.55080
VPS33A	15_5802743_5809738	11.97940
VPS35	11_7312586_7334453	103.38600
VPS36	1_169710777_169730967	11.70280
VPS37A	4_62744304_62757100	10.13130
VPS37B	15_5226371_5240227	11.38230
VPS37C	5_441638_445453	21.20970
VPS37D	19_74968_75910	1.62421
VPS39	5_24867462_24890567	2.99658
VPS41	2_49866923_49972651	9.95660
VPS45	25_84638_112455	17.34120
VPS4A	11_18371567_18374613	48.39160
VPS4B	2_67868596_67888200	81.23120
VPS53	19_6939663_6988529	10.83910
VPS54	3_9461702_9503991	8.54997
VPS72	25_1961053_1963345	26.50420
VPS8	9_2963850_3030418	7.46079
VRK1	5_45877675_45910185	2.48677
VRK2	3_855964_901658	10.12380
VRK3	14_14279288_14287577	13.78350
VRTN	5_37154678_37161577	0.00000
VSIG1	4_14081994_14102447	0.00000
VSIG10	15_9894580_9901763	7.59903
VSIG4	4_246601_255405	0.00000
VSNL1	3_99739858_99815656	0.00000
VSTM2A	2_82277204_82320309	0.00000
VSTM2L	20_10761596_10763862	0.00000
VSTM4	6_18105890_18138261	0.10282
VSTM5	1_185028749_185032835	0.00000
VSX1	3_15399627_15402658	0.00000
VSX2	5_37106109_37125031	0.49621
VTA1	3_52290392_52320122	9.27123
VTCN1	1_78807427_78812847	0.00000
VTG1	8_17537099_17579736	0.00000
VTG2	8_15416742_15437448	0.00000
VTG3	8_15466616_15487752	0.06299
VTI1A	6_26277956_26527299	13.02170
VTI1B	5_28156997_28164977	17.36890
VWA1	21_2176436_2187941	1.61475
VWA2	6_27267746_27289485	0.00000
VWA3A	14_8570941_8608825	0.22228
VWA3B	1_131335963_131404693	0.00000
VWA5A	24_6284155_6295937	4.40559
VWA5B1	21_4857168_4875589	3.20744
VWA5B2	9_15331143_15340169	31.26330
VWC2	2_80447665_80505582	0.00000
VWC2L	7_4095770_4134747	0.12320
VWCE	5_404051_408070	2.26487
VWDE	2_26765972_26808305	0.00000
VWF	1_74338934_74476749	0.00000
WAC	2_15256360_15312070	70.86290
WAPAL	6_1737602_1793686	24.82060
WARS	5_48470800_48487237	46.29350
WARS2	1_78111764_78120980	3.24658
WASF1	3_66075126_66154630	4.79209
WASF2	23_1950717_1979699	42.38650
WASF3	1_175768159_175832271	5.67840
WASH1	1_60080915_60120121	17.14840
WASL	1_21979972_22029975	32.15000
WBP11	1_47913605_47923173	50.83390
WBP2	18_4614309_4621491	28.80090
WBP4	1_165145974_165167890	8.22920
WBSCR16	19_2623235_2636648	18.83430
WBSCR17	19_1093532_1280684	1.72191
WBSCR22	19_143081_147832	9.70895
WBSCR27	19_726188_728196	4.90155
WDFY1	9_7772105_7795487	20.69350
WDFY2	1_169452453_169518079	6.35105
WDFY3	4_46292179_46402615	6.30302
WDFY4	6_17980394_18099109	0.00000
WDHD1	5_56194626_56225265	0.56470
WDPCP	3_9268725_9406099	0.79812
WDR1	4_77886216_77906197	128.87700
WDR11	6_30186146_30219863	14.17690
WDR12	7_11473619_11483365	41.33760
WDR13	Un_333532_334306	3.99455
WDR16	18_2155275_2174344	0.00000
WDR17	4_43720113_43766315	0.14801
WDR18	28_2792875_2804408	17.28910
WDR19	4_68961608_69000830	1.47381
WDR20	5_49412793_49456504	9.88841
WDR24	14_13146111_13151859	16.95210
WDR25	5_48487322_48546252	2.90852
WDR26	3_16859048_16900275	7.56797
WDR3	1_78534418_78555922	56.34700
WDR31	17_1459884_1466901	0.47518
WDR33	9_911628_957826	21.54060
WDR34	17_5185743_5193695	0.00000
WDR35	3_101038887_101075530	0.18341
WDR36	Z_46550070_46580017	17.54920
WDR37	2_10386503_10416602	3.25979
WDR4	1_108904529_108925972	29.17260
WDR41	Z_23042932_23064533	2.00589
WDR43	3_8490215_8511827	81.77750
WDR44	4_3269590_3290134	22.55780
WDR45L	18_3365759_3380107	20.30950
WDR47	8_1339065_1361148	17.88190
WDR48	2_5265322_5288919	14.09210
WDR5	17_7196891_7208757	80.67920
WDR51B	1_43210242_43253875	6.86770
WDR52	1_82631098_82676993	0.00000
WDR53	9_4201932_4206499	32.06490
WDR55	13_382305_383757	24.67450
WDR59	11_1893269_1941775	5.31299
WDR6	12_11635811_11639068	7.51514
WDR60	2_9540643_9566827	1.33292
WDR61	10_3229279_3236969	15.18020
WDR63	8_15287768_15310817	0.17663
WDR64	3_35085673_35147764	0.00000
WDR65	8_18519833_18542115	0.00000
WDR66	15_5691547_5704250	0.79152
WDR67	2_137498236_137523632	0.00000
WDR69	9_9031674_9048255	1.20344
WDR7	Z_477165_592930	1.90516
WDR70	Z_11425209_11561095	12.99960
WDR72	10_7807755_7911941	0.52737
WDR73	Un_28451854_28456867	5.64806
WDR74	Un_1356053_1357579	20.69460
WDR75	7_370763_388086	30.69770
WDR76	10_19393140_19399882	7.10666
WDR77	26_3152909_3170794	39.85220
WDR78	8_27470730_27486840	0.00000
WDR81	19_5379393_5391646	22.99820
WDR82	12_2972673_2988490	49.29380
WDR85	17_1572856_1582049	22.33820
WDR86	2_6202330_6221851	0.86991
WDR88	11_9516603_9528748	0.26107
WDR89	5_53184282_53195423	9.89131
WDR91	1_47762313_47777317	13.35440
WDR92	3_11131568_11137426	12.91270
WDR96	6_23736119_23778755	0.18271
WDSUB1	7_36025215_36049713	3.57476
WDTC1	23_1885350_1908933	42.21710
WDYHV1	2_137622295_137632958	8.92390
WEE1	5_8755030_8763532	23.23910
WEE2	1_57462467_57489784	0.00000
WFDC1	11_16191242_16203598	0.00000
WFDC2	20_10830983_10833983	0.35472
WFDC8	20_10837541_10840145	0.00000
WFIKKN1	14_13557273_13560331	2.20476
WFIKKN2	18_10371845_10377281	0.00000
WFS1	4_79066014_79099246	8.27749
WHSC1	4_82780494_82850331	7.52824
WHSC2	4_82738353_82761649	15.47880
WIBG	Un_11293668_11295740	41.13080
WIF1	1_33841752_33883656	2.80195
WIPF1	7_16313905_16361750	0.00000
WIPF2	27_4386605_4391407	8.49365
WIPF3	2_34339265_34377636	3.20720
WIPI1	18_8107825_8126800	0.00000
WIPI2	14_4044370_4065589	34.69800
WISP1	2_141504432_141539602	0.00000
WISP2	20_5685744_5691524	0.51603
WISP3	3_65236528_65244446	0.00000
WIZ	W_random_672365_716057	12.60420
WLS	8_27623470_27647137	53.74800
WNK1	1_60573802_60673427	22.70420
WNK2	12_6457109_6563095	0.86475
WNT-1	Un_23429172_23429531	12.69190
WNT10A	7_21883868_21892718	1.44708
WNT11	1_193071320_193100809	7.06951
WNT11B	4_1181388_1183427	0.00000
WNT16	1_23015666_23025512	0.34725
WNT2	1_24584870_24599799	0.00000
WNT2B	26_3436531_3447136	0.00000
WNT3	27_1136138_1157180	0.00000
WNT3A	2_2459533_2542498	1.04175
WNT4	21_6300380_6312118	0.53296
WNT5A	12_7893068_7904787	3.68648
WNT5B	1_61044200_61059847	1.11098
WNT6	7_21900551_21903639	0.32688
WNT7A	12_6023715_6055705	2.21336
WNT7B	1_70922648_71014149	6.87370
WNT8A	13_13661788_13665719	0.00000
WNT8B	6_17011638_17022973	0.00000
WNT9A	2_2573612_2624503	2.94194
WNT9B	27_1109862_1122644	0.00000
WPG	W_random_1035924_1036513	0.00000
WRAP73	21_976883_989789	10.60070
WRB	1_107369132_107375602	18.05700
WRN	4_34116974_34158143	1.34963
WRNIP1	2_67677598_67703002	6.37874
WSB1	19_9094393_9101806	69.95910
WSB2	15_11200901_11204676	25.98160
WSCD1	19_9634534_9658342	0.82171
WSCD2	15_6458158_6473510	0.00000
WT1	5_random_96727_97119	0.00000
WTAP	3_44891714_44919170	82.48090
WTIP	11_10523622_10597868	1.00573
WWC1	13_4122990_4186445	24.52720
WWC2	4_39330558_39417275	4.40277
WWC3	1_124277360_124338749	16.76230
WWOX	11_13522704_13995483	26.07840
WWP1	2_122849872_122909936	7.21680
WWP2	11_18487654_18519315	14.40690
WWTR1	9_23264545_23306451	13.26170
XAB1	3_103970076_103984339	16.40500
XAF1	19_9761394_9773882	0.48928
XBP1	15_7713030_7716156	161.38100
XCR1	2_43321684_43322692	0.00000
XDH	3_4394896_4435703	11.01370
XG	1_127888774_127913417	1.29328
XIAP	4_15615491_15632928	11.68300
XIRP1	2_4944060_4965594	0.11162
XK	1_112527192_112542225	0.35037
XKR5	3_107105462_107111612	2.91948
XKR6	3_106561296_106717382	0.35570
XKR7	20_10437311_10446088	0.07686
XKR8	23_1465815_1467979	1.15705
XKR9	2_116481188_116488711	0.00000
XKRX	4_5117000_5125039	0.41181
XPA	Z_70555336_70562048	83.46850
XPC	12_10776983_10787367	11.33530
XPNPEP1	6_25219479_25249117	48.29850
XPNPEP2	4_1617061_1621444	28.47220
XPNPEP3	1_49748495_49763770	9.59347
XPO1	3_2321701_2363537	196.05400
XPO4	1_177979886_178029503	21.83750
XPO5	3_30239198_30266867	57.26510
XPO6	14_12953321_13000886	41.41710
XPO7	22_1343626_1375334	49.66300
XPOT	1_33569730_33592500	102.26500
XPR1	8_5811249_5888820	60.04200
XRCC2	2_6757055_6767667	2.82134
XRCC3	5_50375587_50384291	10.63800
XRCC4	Z_62612404_62793173	7.86672
XRCC5	7_22998076_23041754	8.85202
XRCC6	1_49415698_49428574	17.64260
XRCC6BP1	1_31384486_31391667	31.02370
XRN1	9_9903491_9938556	2.65303
XRN2	3_3473173_3518311	41.69740
XXYLT1	9_12230866_12267561	17.27400
XYLB	2_6083335_6166257	20.53690
XYLT1	14_7894682_8153852	1.87138
XYLT2	18_10670852_10683456	17.90030
Y-LEC1	16_random_77962_78273	21.32060
YAF2	1_29454826_29481796	8.43493
YAP1	1_181875633_181959154	38.70420
YARS	23_5216607_5221415	91.91580
YARS2	1_59053995_59068155	45.81350
YBX1	21_6384636_6392547	1880.75000
YDJC	15_351660_366943	7.50686
YEATS2	9_2116741_2158330	16.09730
YEATS4	1_35387340_35390048	30.64570
YES1	2_101577598_101593388	99.93960
YF6	Un_20350109_20352847	6.65148
YIPF1	8_24001643_24006196	40.71050
YIPF3	3_30271294_30276363	32.26540
YIPF4	3_31024241_31038603	21.80060
YIPF5	13_17011665_17018764	52.03760
YIPF6	4_524312_530756	20.34920
YIPF7	4_67246428_67259904	0.00000
YKT6	22_random_43291_46198	24.68500
YLPM1	5_37325530_37350667	49.56380
YME1L1	2_15807102_15827193	107.78100
YOD1	26_2555761_2560170	29.40650
YPEL1	15_544009_559090	8.99670
YPEL2	19_7223150_7253926	13.53770
YPEL5	3_8010277_8020204	9.41258
YRDC	23_3521081_3523772	27.13610
YRK	Un_5766661_5768732	0.00000
YSK4	7_29974678_30004871	0.68971
YTHDC1	4_51164829_51179559	14.55650
YTHDC2	Z_45523933_45562942	5.19186
YTHDF1	20_9049511_9061866	87.57080
YTHDF2	23_2184991_2197507	38.23920
YTHDF3	2_113541197_113563057	63.86130
YWHAB	20_5587244_5600234	195.12800
YWHAE	19_5189881_5200462	588.25300
YWHAG	19_4247943_4251042	132.43600
YWHAH	15_8822951_8831280	87.86110
YWHAQ	3_95837185_95862470	463.04800
YWHAZ	2_128415362_128439286	293.75200
YY1	5_48409323_48432938	49.48460
ZADH2	2_91399847_91403257	36.57850
ZAK	7_16844653_16928368	16.09280
ZAP70	28_1796258_1817539	0.13548
ZAR1	4_66052271_66054120	6.41624
ZAR1L	1_173859595_173861412	0.00000
ZBED1	1_128035465_128047610	5.29058
ZBED4	1_18608244_18632420	33.85490
ZBTB1	5_52790016_52805600	14.41610
ZBTB10	2_120783330_120810394	46.32890
ZBTB11	1_84727173_84744009	6.46940
ZBTB16	24_4464134_4534877	1.84827
ZBTB17	21_4302180_4308222	12.55940
ZBTB2	3_48150929_48155988	16.11850
ZBTB20	1_82268450_82353147	2.06225
ZBTB24	3_66325657_66334846	7.94243
ZBTB25	5_52817041_52826319	2.15456
ZBTB26	17_8811965_8818438	12.50160
ZBTB33	4_16435462_16440071	19.93040
ZBTB34	17_10257988_10266514	5.07567
ZBTB37	8_7372046_7391134	6.52641
ZBTB38	9_9674987_9691612	2.73357
ZBTB39	Un_2696120_2698813	7.39813
ZBTB40	21_6159531_6194531	1.83699
ZBTB41	8_2575830_2592693	14.76540
ZBTB42	5_51597780_51602772	2.46891
ZBTB43	17_10246368_10250983	25.92470
ZBTB44	24_1613582_1649336	17.02200
ZBTB45	Un_5855953_5859145	7.96424
ZBTB46	20_9917318_9957144	23.84840
ZBTB47	2_1978330_1997813	0.56559
ZBTB48	21_570089_576557	16.42590
ZBTB49	4_78120652_78138280	6.50364
ZBTB5	Z_81452138_81466490	4.23621
ZBTB6	17_8809445_8810985	10.09150
ZBTB7A	28_1414180_1415394	22.79120
ZBTB7C	Z_1429692_1495052	0.15993
ZBTB8A	23_5161967_5167851	8.04319
ZBTB8B	23_5152408_5153640	7.40964
ZBTB8OS	23_5175564_5179475	32.74000
ZC3H10	LGE22C19W28_E50C23_537400_538907	10.85180
ZC3H11A	26_467888_482023	18.09820
ZC3H12A	23_3721920_3731563	5.67977
ZC3H12B	4_66308_78630	1.52892
ZC3H12C	1_178900222_178940412	2.93131
ZC3H12D	3_47385836_47398430	0.09854
ZC3H13	1_167254498_167300491	50.37410
ZC3H14	5_42398111_42418882	33.52690
ZC3H15	7_1350015_1362150	46.46340
ZC3H18	11_17848124_17887040	33.67110
ZC3H3	2_148246000_148402306	7.13291
ZC3H6	3_3165724_3195099	15.94320
ZC3H7A	14_860170_885649	15.58990
ZC3H7B	1_49543411_49588836	11.37910
ZC3HAV1	1_71546342_71571593	6.25366
ZC3HAV1L	1_56772005_56784682	10.41410
ZC3HC1	1_850459_859444	8.01067
ZC4H2	4_44455_56855	9.25445
ZCCHC10	13_16513417_16523529	7.54107
ZCCHC11	8_23296812_23341021	5.07502
ZCCHC14	11_17283522_17318171	7.77831
ZCCHC17	23_576528_589626	14.41200
ZCCHC2	2_68224077_68265694	47.33240
ZCCHC24	6_11688080_11796223	4.23654
ZCCHC4	4_73110581_73121099	4.59263
ZCCHC6	Z_40689278_40722203	2.63721
ZCCHC7	Z_81489974_81594335	7.99627
ZCCHC8	15_5878056_5890088	9.02681
ZCCHC9	Z_63560343_63566635	11.45890
ZCRB1	1_29512104_29523942	14.13100
ZDBF2	7_12034219_12049022	12.52950
ZDHHC1	11_1193804_1211410	0.80940
ZDHHC12	17_5237447_5243010	8.77050
ZDHHC13	5_1685122_1698403	60.17140
ZDHHC14	3_50850037_50960399	21.04760
ZDHHC15	4_12530017_12560760	8.91996
ZDHHC16	6_21886009_21890793	11.26130
ZDHHC17	1_38093512_38159489	9.50953
ZDHHC18	23_1777952_1785686	9.62278
ZDHHC2	4_62785431_62814550	4.09019
ZDHHC20	1_177809642_177842894	15.79840
ZDHHC21	Z_31516142_31559786	6.32418
ZDHHC22	5_38373738_38381428	0.00000
ZDHHC23	1_82459931_82466589	2.08870
ZDHHC3	2_43720856_43742394	34.02390
ZDHHC4	14_6496658_6504504	15.56450
ZDHHC5	5_16282500_16292814	41.74680
ZDHHC6	6_26267725_26278025	72.01870
ZDHHC7	11_16481659_16493884	44.74000
ZDHHC8	15_1310894_1395997	4.44681
ZDHHC9	4_1600747_1612181	45.98760
ZEB1	2_14306274_14411998	9.14269
ZEB2	7_32811333_32916992	1.14794
ZER1	17_5247733_5265425	10.25170
ZFAND1	2_121279967_121285858	10.77130
ZFAND2A	14_2372453_2375525	233.85600
ZFAND3	3_29024291_29154843	29.69820
ZFAND5	Z_35594929_35609343	16.35630
ZFAND6	10_12073349_12112974	32.12550
ZFAT	2_142122440_142207976	0.68660
ZFC3H1	1_36294885_36332626	5.68589
ZFHX3	11_18936904_19035652	2.89106
ZFHX4	2_119001604_119153658	0.09806
ZFP106	5_24963239_24999840	9.42202
ZFP161	2_100125293_100127333	10.12540
ZFP3	1_60049356_60060209	1.57205
ZFP36L1	5_27618991_27621371	80.99680
ZFP64	20_13336263_13345812	26.37520
ZFP92	1_91248212_91253001	13.42150
ZFPM1	11_17814645_17844141	3.10203
ZFPM2	2_130076879_130385692	1.55380
ZFR	Z_9611101_9652164	12.57070
ZFX	1_117628716_117644111	19.51900
ZFYVE1	5_25717338_25740411	5.00731
ZFYVE19	5_23514299_23523190	35.10330
ZFYVE20	12_19705252_19718944	6.15867
ZFYVE21	5_50384758_50395049	10.98060
ZFYVE26	5_28171637_28216823	6.56178
ZFYVE27	6_21841025_21846210	3.89474
ZFYVE28	4_82210054_82352587	3.65180
ZFYVE9	8_23202137_23244197	4.98629
ZGPAT	20_9970086_9977153	13.35720
ZHX1	2_137558320_137568452	9.79624
ZHX2	2_137431899_137469180	4.99592
ZHX3	20_5275849_5284853	8.02580
ZIC1	9_11395752_11399271	0.71484
ZIC2	1_143524883_143535089	30.53620
ZIC3	4_4526501_4529380	0.58476
ZIC4	9_11375652_11392779	0.09623
ZMAT2	13_351065_360939	55.51080
ZMAT3	9_17053237_17065182	7.07740
ZMAT4	22_2502666_2546287	0.08239
ZMAT5	15_11035676_11048614	36.14380
ZMIZ1	6_11828427_12107084	8.08445
ZMPSTE24	23_1718146_1732323	37.57550
ZMYM2	1_178273313_178365881	8.03200
ZMYM3	4_2271048_2292421	6.03205
ZMYM4	23_4298556_4333536	6.18822
ZMYM6NB	23_4360759_4362192	7.49864
ZMYND11	2_9791648_9894442	7.06691
ZMYND12	21_6435629_6449004	0.00000
ZMYND19	17_1564037_1569942	27.81130
ZMYND8	20_6108496_6172060	23.28010
ZNF131	Z_13470230_13487047	2.61365
ZNF142	7_21971168_21980512	5.37327
ZNF143	5_8765754_8801944	4.22846
ZNF148	7_27542288_27572978	7.06708
ZNF167	14_12430692_12434538	5.10420
ZNF207	18_6705865_6718514	88.39020
ZNF236	2_90587305_90656369	7.79301
ZNF238	3_34234110_34240194	3.38617
ZNF276	11_18218290_18225436	19.44890
ZNF277	1_26906305_26960029	13.93810
ZNF280D	10_7090103_7137469	4.32754
ZNF281	8_1509326_1566211	25.23760
ZNF292	3_75927169_75982771	5.08538
ZNF295	1_108504137_108522967	11.54130
ZNF302	18_30339_34985	1.67008
ZNF318	3_30366526_30390949	7.03259
ZNF319	11_450510_455820	7.98485
ZNF326	8_13898779_13920049	30.70960
ZNF330	4_29384971_29396059	11.04890
ZNF335	20_10900385_10909049	33.18250
ZNF341	20_2452885_2469010	4.87655
ZNF346	13_9606620_9613580	6.91334
ZNF362	21_6498088_6506952	14.70370
ZNF365	6_7641845_7657585	31.15820
ZNF366	Z_25040614_25074147	0.00000
ZNF367	Z_41971424_41998853	0.00000
ZNF384	1_76569041_76594731	6.34056
ZNF385B	7_14325696_14477552	0.44839
ZNF385C	27_4760726_4813991	0.00000
ZNF385D	2_36832746_36965697	2.18662
ZNF395	3_105295353_105304522	12.17490
ZNF407	2_91472299_91811080	7.31069
ZNF410	5_36952570_36969173	24.13700
ZNF414	28_1720706_1728048	0.00000
ZNF420	Un_20983946_20987303	0.94573
ZNF423	11_6180931_6377000	7.66550
ZNF438	2_14510008_14551632	6.37813
ZNF451	3_86182089_86222766	6.44236
ZNF462	Z_55321445_55372111	3.15731
ZNF469	11_17646374_17809128	0.09343
ZNF488	6_17504858_17522446	0.00000
ZNF503	6_14134867_14138050	7.66018
ZNF507	11_9234698_9254107	6.68542
ZNF511	6_8904105_8908946	6.67705
ZNF512	3_103984452_104001643	44.97510
ZNF512B	20_9839069_9851740	12.81150
ZNF513	3_104108443_104113431	9.12255
ZNF516	2_90781359_90909785	38.45890
ZNF517	Un_16429013_16435590	0.00602
ZNF518A	6_20624727_20633990	4.59555
ZNF518B	4_77831284_77842752	11.83160
ZNF521	2_103269940_103503286	9.68324
ZNF532	20_random_115002_137290	0.00000
ZNF536	11_8123442_8449551	0.00000
ZNF541	Un_23353060_23363957	1.02116
ZNF555	Un_5412872_5417604	19.97030
ZNF568	3_3210582_3233555	10.54860
ZNF592	10_466667_500501	4.35973
ZNF593	23_239320_240520	74.19650
ZNF598	14_6192572_6207352	51.71900
ZNF608	Z_79447890_79545455	0.56014
ZNF618	17_1059596_1185415	4.11794
ZNF622	2_75709231_75715952	62.15770
ZNF638	Un_32297892_32317412	6.36550
ZNF639	9_17007121_17011621	10.12020
ZNF644	8_13554201_13606336	11.52710
ZNF650	7_17975074_18057698	5.63623
ZNF652	27_3378367_3402516	25.38530
ZNF654	1_88160541_88198046	8.21180
ZNF662	Un_28776469_28778364	0.25838
ZNF687	25_1818562_1830615	5.71912
ZNF692	16_215624_221848	4.16735
ZNF703	22_random_34191_35182	53.48590
